sample_id,gold_german_source,gold_english_reference,audio_path,w1_hypothesis,w1_inference_time_ms,w1_asr_wer,w1_asr_cer,clean_fp32_translation,clean_int8_translation,w1_asr_fp32_translation,w1_asr_int8_translation,chrf_clean_f,chrf_clean_i,chrf_w1_asr_f,chrf_w1_asr_i,delta_clean,delta_w1_asr,did_w1,comet_clean_f,comet_clean_i,comet_w1_asr_f_e2e,comet_w1_asr_i_e2e,comet_w1_asr_f_mt,comet_w1_asr_i_mt,comet_delta_clean,comet_delta_w1_asr,comet_did_w1
common_voice_de_17325303,Insbesondere keine Topflappen.,Especially no potholders.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17325303.wav,In das Besondere keine topflaffen.,3471.7477000012877,1.3333333333333333,0.20689655172413793,Especially no potholders.,Especially no potholders.,In the special no topflaffen.,In the special no topflaffen.,100.0,100.0,28.55227607574362,28.55227607574362,0.0,0.0,0.0,1.2607932090759277,1.2607932090759277,-1.4329423904418945,-1.4329423904418945,-1.5781078338623047,-1.5781078338623047,0.0,0.0,0.0
common_voice_de_17328166,Wäre das eine geeignete Kodierung oder eher nicht?,Would this be a suitable coding or not?,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17328166.wav,"Ja, das ist eine geeignete Kovierung der ehennicht.",3066.5560999987065,0.75,0.24489795918367346,Would that be an appropriate coding or rather not?,Would that be an appropriate coding or rather not?,"Yes, that's a suitable copying of the marriages not.","Yeah, that's a proper coking of the marriages.",45.8108283568204,45.8108283568204,33.844010534397775,11.993646700595296,0.0,-21.85036383380248,-21.85036383380248,0.7972486019134521,0.7972486019134521,-1.2881853580474854,-1.4500916004180908,-1.3533471822738647,-1.5077872276306152,0.0,-0.16190624237060547,-0.16190624237060547
common_voice_de_17334370,Haben wir noch genügend Rohstoffe?,Do we still have enough resources?,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17334370.wav,Haben wir noch genügend Rohstoffe,2622.7245000045514,0.0,0.0,Do we still have enough raw materials?,Do we still have enough raw materials?,We still have enough raw materials,We still have enough raw materials,68.936550154663,68.936550154663,52.479935310840744,52.479935310840744,0.0,0.0,0.0,0.7613464593887329,0.7613464593887329,0.2819056510925293,0.2819056510925293,0.31938403844833374,0.31938403844833374,0.0,0.0,0.0
common_voice_de_17385186,"Leonie und Paul streiten sich darum, wer als erstes auf das Schaukelpferd darf.",Leonie and Paul argue about who gets to go on the rocking horse first.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17385186.wav,"Leonie und Paul streiten sich darum, wer als erstes auf der Schaukentät darf.",4034.9657999977353,0.15384615384615385,0.1038961038961039,Leonie and Paul argue about who gets to be the first one on the rocking horse.,Leonie and Paul are arguing about who can be the first on the rocking horse.,Leonie and Paul argue about who is the first to be allowed to play at the Schaukentät.,Leonie and Paul are arguing about who can be the first one at the Schaukentät.,84.06776111864497,66.02541768003428,52.5092072883209,46.1178472507008,-18.042343438610686,-6.391360037620103,11.650983400990583,0.7629798650741577,0.7322128415107727,-0.7991475462913513,-0.9365329146385193,-0.79978346824646,-0.8514015078544617,-0.03076702356338501,-0.13738536834716797,-0.10661834478378296
common_voice_de_17448293,"In Kontakt mit anderen Menschen zu bleiben, senkt das Risiko, an Demenz zu erkranken.",Staying in contact with other people reduces the risk of developing dementia.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17448293.wav,In Kontakt mit anderen Menschen zu bleiben sinkt das Risiko an Demenz zu erkranken.,3250.3126000010525,0.07142857142857142,0.012195121951219513,Staying in contact with other people reduces the risk of developing dementia.,Staying in contact with other people reduces the risk of developing dementia.,Staying in contact with other people reduces the risk of dementia.,Staying in contact with other people reduces the risk of dementia.,100.0,100.0,86.31013332761735,86.31013332761735,0.0,0.0,0.0,1.0474164485931396,1.0474164485931396,0.9669542908668518,0.9669542908668518,0.9594773054122925,0.9594773054122925,0.0,0.0,0.0
common_voice_de_17505848,"Es ist bedauerlich, wie viele Kinder beim Laternenumzug nur noch LED-Laternen tragen dürfen.",It is regrettable how many children are allowed to only carry LED lanterns during the lantern walk,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17505848.wav,"Es ist bedauertig, wie viele Kinder beim Lattern umzug nur noch LED-Lattern tragen dürfen.",4418.461199995363,0.3076923076923077,0.10112359550561797,It is unfortunate how many children are allowed to wear only LED lanterns during the lantern move.,It is regrettable how many children are allowed to wear only LED lanterns during the lantern move.,It is regrettable how many children are allowed to wear only LED latters when moving.,It is regrettable how many children are allowed to wear only LED flaps when moving the latter.,70.42476661823231,83.45139235917031,61.24617950419749,63.34173114163574,13.026625740938002,2.0955516374382483,-10.931074103499753,0.7527487874031067,0.8023668527603149,0.09375789016485214,0.16021645069122314,0.04207573086023331,0.12790782749652863,0.04961806535720825,0.066458560526371,0.01684049516916275
common_voice_de_17526181,Noch im Bademantel schlurfte er zum Kühlschrank und griff sich einen Jogurt.,"Still dressed in his bathrobe, he shuffled over to the fridge and grabbed a yogurt.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17526181.wav,Noch im Bademantelschlurft er er zum Kühlschrank und gröph sich einen Yogurt.,3984.8984999989625,0.3333333333333333,0.09333333333333334,"Still in his bathrobe, he slurped to the fridge and grabbed a yogurt.",Still in the bathrobe he slurped to the fridge and grabbed a yogurt.,"Still in the bathrobe, he slurps to the fridge and grabs a yoghurt.","Still in the bathrobe, he slurps to the fridge and grabs a yoghurt.",71.26857939553074,58.407600458413015,50.651281765525184,50.651281765525184,-12.860978937117721,0.0,12.860978937117721,0.6437933444976807,0.5302076935768127,0.5256591439247131,0.5256591439247131,0.4774876832962036,0.4774876832962036,-0.11358565092086792,0.0,0.11358565092086792
common_voice_de_17586393,Die Uhr geht falsch.,The clock is showing the wrong time.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17586393.wav,Die Uhr geht falsch.,1553.3763999992516,0.0,0.0,The clock's wrong.,The clock's wrong.,The clock's wrong.,The clock's wrong.,29.821325534408583,29.821325534408583,29.821325534408583,29.821325534408583,0.0,0.0,0.0,-0.43217647075653076,-0.43217647075653076,-0.4321766495704651,-0.4321766495704651,-0.43217647075653076,-0.43217647075653076,0.0,0.0,0.0
common_voice_de_17655021,Die Stadt Aachen verteilt bereits vorsorglich Jodtabletten.,The city of Aachen already distributes preventative iodine tablets.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17655021.wav,Die Stadt Aachen verteilt bereits vorsorglich Jotapletten.,2917.0811000003596,0.14285714285714285,0.034482758620689655,The city of Aachen already distributes precautionously iodine tablets.,The city of Aachen already distributes precautionarily iodine tablets.,The city of Aachen already distributes precautionously jotaplets.,The city of Aachen already distributes precautionous jotaplets.,81.05667089441168,81.05667089441168,66.0475638080124,66.39396351386264,0.0,0.3463997058502457,0.3463997058502457,0.82840496301651,0.9053487181663513,-0.6925693154335022,-0.6127856373786926,-0.69087815284729,-0.6153515577316284,0.07694375514984131,0.07978367805480957,0.0028399229049682617
common_voice_de_17762173,Haben wir noch Nudeln?,Do we still have noodles?,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\covost2\common_voice_de_17762173.wav,Haben wir noch nur den?,1719.868400003179,0.5,0.14285714285714285,Do we still have noodles?,Do we still have noodles?,All we got left is this?,All we got left is that one?,100.0,100.0,15.77795129370894,17.08271983002561,0.0,1.3047685363166703,1.3047685363166703,1.18973708152771,1.18973708152771,-1.1979150772094727,-1.2394819259643555,-1.2144479751586914,-1.2650641202926636,0.0,-0.04156684875488281,-0.04156684875488281
