sample_id,gold_german_source,gold_english_reference,audio_path,w1_hypothesis,w1_asr_wer,w1_asr_cer,clean_fp32_translation,clean_int8_translation,w1_asr_fp32_translation,w1_asr_int8_translation,chrf_clean_f,chrf_clean_i,chrf_w1_asr_f,chrf_w1_asr_i,delta_clean,delta_w1_asr,did_w1,comet_clean_f,comet_clean_i,comet_w1_asr_f_e2e,comet_w1_asr_i_e2e,comet_w1_asr_f_mt,comet_w1_asr_i_mt,comet_delta_clean,comet_delta_w1_asr,comet_did_w1
0027,"Wirklich?
Ne, ich finde das ganz schrecklich.","Really?
No, I think that's totally awful.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0027.T0.de.wav,"Wirklich? Nee, ich finde das ganz schrecklich.",0.14285714285714285,0.023809523809523808,"No, I think it's awful.","No, I think it's terrible.","No, I think it's terrible.","No, I think that's terrible.",41.60364684085959,32.383954059555975,32.383954059555975,48.36296900605924,-9.219692781303614,15.979014946503263,25.198707727806877,0.8374686241149902,0.761260449886322,0.761260449886322,0.8701344132423401,0.763519823551178,0.8744495511054993,-0.07620817422866821,0.10887396335601807,0.18508213758468628
0107,"Ja, aber ich absagen.
Ich esse, glaub ich, nicht soviel Fleisch.
Ich war sogar ein Jahr Vegetarier.","Yes, but I cancel.
I don't think I eat a lot of meat.
I have even been a vegetarian for a year.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0107.T0.de.wav,Ja aber ich muss sagen ich esse glaube ich nicht so viel Fleisch ich war sogar ein Jahr vegetarier,0.29411764705882354,0.07526881720430108,"I don't think I eat that much meat, I've even been a year vegetarian.",I don't think I eat that much meat. I was even a year vegetarian.,Yes but I have to say I eat I don't think so much meat I was even a year vegetarian,Yes but I must say I eat I don't think so much meat I was even a year vegetarian,48.09639892480289,43.46617959189293,42.88936993282253,39.45532646595791,-4.6302193329099595,-3.4340434668646225,1.196175866045337,0.24929079413414001,0.11629443615674973,-0.24862352013587952,-0.29471254348754883,-0.2124926745891571,-0.2541924715042114,-0.1329963579773903,-0.04608902335166931,0.08690733462572098
0113,Chinesisches Essen.,Chinese food.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0113.T0.de.wav,Genesisches Essen.,0.5,0.16666666666666666,Chinese food.,Chinese food.,Generic food.,Generic food.,100.0,100.0,37.73042929292929,37.73042929292929,0.0,0.0,0.0,1.313455581665039,1.313455581665039,-0.43966585397720337,-0.43966585397720337,-0.49067217111587524,-0.49067217111587524,0.0,0.0,0.0
0128,"Ess ich vielleicht hin und wieder nur etwas Eiscreme.
Denn Eiscreme esse ich auch sehr gerne.
Vielleicht nur am Wochenende.
Am Freitag oder am Samstag.","Every now and then I'll eat just a little bit of ice-cream.
Because I also really like to eat ice-cream.
Perhaps only on the weekend.
On Friday or Saturday.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0128.T0.de.wav,"Essig vielleicht hin und wieder nur etwas Eiscreme, denn Eiscreme ist auch sehr gerne. Vielleicht nur am Wochenende, am Freitag oder am Samstag.",0.16,0.06802721088435375,"I might just eat some ice cream every now and then, because I like ice cream, too. Maybe only on the weekend. On Friday or Saturday.","I might just eat some ice cream every now and then, because I like ice cream, too. Maybe only on weekends. On Friday or Saturday.","Vinegar maybe every now and then just some ice cream, because ice cream is also very popular. Maybe only on the weekend, on Friday or Saturday.","Vinegar maybe once in a while just a little ice cream, because ice cream is also very nice. Maybe only on the weekend, on Friday or Saturday.",50.99562401992218,44.33216361240524,43.84237370116169,42.353144771843034,-6.6634604075169435,-1.4892289293186565,5.174231478198287,0.7416172027587891,0.7548366785049438,-0.5595768094062805,-0.6288058161735535,-0.522182285785675,-0.5514219999313354,0.013219475746154785,-0.06922900676727295,-0.08244848251342773
0137,"Auch wenn sie selber nicht probieren können und wenn sie selber gar nicht wissen, ob es überhaupt schmeckt.
Vielleicht schmeckt es noch nicht mal den Juroren auf der Show.
Aber das werden wir niemals wissen.","Even when they can't try it themselves and have no idea at all whether it tastes good.
Perhaps it's not even to the liking of the jury members in the show.
But we'll never know.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0137.T0.de.wav,"Auch wenn sie selber nicht probieren können und wenn sie selber gar nicht wissen, ob es überhaupt schmeckt. Vielleicht schmeckt es noch nicht mal den Jorren auf der Show. Aber das werden wir niemals wissen.",0.02857142857142857,0.009852216748768473,Even if they can't try it themselves and if they don't even know if it tastes good at all. Maybe it doesn't even taste good for the jurors on the show. But we'll never know that.,Even if they can't try it themselves and if they don't even know if it tastes good. Maybe it doesn't even taste like the jurors on the show. But we'll never know that.,Even if they can't try it themselves and if they don't even know if it tastes good at all. Maybe it doesn't even taste the jorr on the show. But we'll never know that.,Even if they can't try it themselves and if they don't even know if it tastes good at all. Maybe it doesn't even taste the jorr on the show. But we'll never know that.,53.98669364918879,54.18181083313508,53.58286037182,53.58286037182,0.1951171839462944,0.0,-0.1951171839462944,0.7383139729499817,0.34979182481765747,0.12432219833135605,0.12432219833135605,0.15237192809581757,0.15237192809581757,-0.3885221481323242,0.0,0.3885221481323242
0138,Ja.,Yes.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0138.T0.de.wav,Ja,0.0,0.0,Yeah.,Yeah.,Yes,Yes,25.507159904534603,25.507159904534603,65.61085972850678,65.61085972850678,0.0,0.0,0.0,1.1403825283050537,1.1403825283050537,1.2614617347717285,1.2614617347717285,1.2604751586914062,1.2604751586914062,0.0,0.0,0.0
0186,"Rennmäuse heißen die, oder so ähnlich.
Und die sind halt in wie so einem Terrarium.
Und die rennen die ganze Zeit rum.
Die kann man auch nicht richtig rausnehmen.","They're called gerbils or something like that.
And they are just in a sort of terrarium.
And they run around the whole time.
You can't really take them out properly.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0186.T0.de.wav,"Rennen, sehr heiß sind die oder so ähnlich. Und die sind halt in Wiss und Terrarium und die Rennen die ganze Zeit rum, die kann aber auch nicht richtig rausnehmen.",0.27586206896551724,0.12738853503184713,"They're called racing mice, or something like that, and they're just like a terrarium, and they're running around all the time, and you can't really take them out.","They're called racing mice, or something like that, and they're just like a terrarium, and they're running around all the time, and you can't really take them out.","Races, they're very hot or something like that. And they're just in Wiss and Terrarium and the races all the time around, but they can't really take them out.","Races, they're very hot or something like that. And they're just in wiss and terrarium and the races all the time around, but they can't really take them out.",52.53621198090413,52.53621198090413,52.26347873552669,53.29511935404071,0.0,1.0316406185140181,1.0316406185140181,0.41991692781448364,0.41991692781448364,-1.0569254159927368,-1.0855002403259277,-1.037834882736206,-1.0699427127838135,0.0,-0.028574824333190918,-0.028574824333190918
0196,"Ja, das ist natürlich schön.
Ja, unsere ist auch","Yeah, that's nice of course.
Yes, ours is also",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0196.T0.de.wav,"Ah, ja, das ist natürlich schön. Ja, unseres auch.",0.3333333333333333,0.13333333333333333,"Yes, of course that's nice. Yes, ours is also","Yeah, that's nice, of course.","Ah, yeah, that's nice, of course.","Ah, yeah, that's nice, of course.",76.32243820878813,58.8027752560346,53.00282656492039,53.00282656492039,-17.519662952753528,0.0,17.519662952753528,0.9404138326644897,0.6143736243247986,0.5271321535110474,0.5271321535110474,0.5624956488609314,0.5624956488609314,-0.32604020833969116,0.0,0.32604020833969116
0201,"Also ja, auf unsere Betten dürfen sie tatsächlich.","So yes, they're really allowed on our beds.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0201.T0.de.wav,auf spät auf unsere betten dürfen sie tatsächlich,0.25,0.14583333333333334,"So, yes, they can actually go to our beds.","So, yes, they can actually go to our beds.",on late on our beds you may actually,on late on our beds you can actually,41.95679489451047,41.95679489451047,28.81649861649812,28.08319057672709,0.0,-0.7333080397710283,-0.7333080397710283,0.21167618036270142,0.21167618036270142,-1.289791464805603,-1.2502539157867432,-1.2726675271987915,-1.2250810861587524,0.0,0.03953754901885986,0.03953754901885986
0239,"Facebook, die können es eigentlich in Deutschland immer einmal am Tag, so würde ich sagen.","Facebook, in Germany they can always do it once a day, that's how I'd say it.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0239.T0.de.wav,"Facebook. Die können es eigentlich in Deutschland immer einmal am Tag so, würde ich sagen.",0.0,0.0,"Facebook, they can actually do it in Germany once a day, so I would say.","Facebook, they can actually do it in Germany once a day, so I would say.","Facebook. They can actually do it in Germany once a day, I would say.","Facebook. They can actually do it in Germany once a day like this, I would say.",52.5580604522212,52.5580604522212,47.007298151743534,45.08213771103665,0.0,-1.9251604407068825,-1.9251604407068825,0.671191930770874,0.671191930770874,0.6379517912864685,0.46144187450408936,0.6059185862541199,0.44421494007110596,0.0,-0.17650991678237915,-0.17650991678237915
0271,"Und dann gibt's solche Gesetze in den USA, dass Apple auch nicht drüber sprechen darf und solche Geschichten.
Und","And then there are these laws in the USA that Apple is also not allowed to talk about that and such stories.
And",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0271.T0.de.wav,"Und dann gibt es so solche Gesetz in den USA, dass Apple da auch nicht drüber sprechen darf an solche Geschichten.",0.3684210526315789,0.13636363636363635,And then there's such laws in the US that Apple can't talk about it and stories like that.,And then there's such laws in the US that Apple can't talk about it and stories like that.,And then there's such a law in the US that Apple can't talk about it either.,And then there's such a law in the US that Apple can't talk about it either.,48.537987608329885,48.537987608329885,38.19614616860873,38.19614616860873,0.0,0.0,0.0,0.5695846676826477,0.5695846676826477,0.16388484835624695,0.16388484835624695,0.1614108383655548,0.1614108383655548,0.0,0.0,0.0
0282,"Ne, die haben so eine, wie soll ich das sagen?
Wenn da irgendwas Neues kommt, dann kaufen die das auf.
Die haben ja so viel Geld, das ist ja alles kein Problem.
WhatsApp gehört ja auch zu Facebook.
Und das wird sich so etablieren.
Facebook wie Google, oder wie Microsoft.
Obwohl Microsoft vorher nur von der Software lebt, ne?
Ja, also die werden alles aufkaufen, tipp ich.
Ich meine WhatsApp wurde jetzt auch aufgekauft.","You know, they have like a, how can I say?
When something new appears, they buy it all up.
They have so much money, all of that's not a problem.
WhatsApp does belong to Facebook too.
And that is going to establish itself like that.
Facebook like Google, or like Microsoft.
Although Microsoft used to live just off of software, right?
Yes, I bet they'll buy up everything.
I think WhatsApp has been bought up now, too.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0282.T0.de.wav,"Nee, die haben so eine, wie soll ich das sagen, wenn da irgendwas neues kommt, dann kaufen die das auf, der mir so viel Geld, das ist alles kein Problem, WhatsApp gehört ja auch zu Facebook und das wird sich so etablieren, Facebook wie Google oder wie Microsoft, obwohl ja Microsoft eigentlich auch noch von der Software-Lebne. Ja, also sie werden alles aufkaufen, tipp ich. Ich meine WhatsApp wurde jetzt auch aufgekauft.",0.17567567567567569,0.09405940594059406,"No, they have one like that, how am I supposed to say that? If something new comes up, they buy it up. They have so much money, that's not a problem. WhatsApp is also part of Facebook. And that's going to be so established. Facebook like Google, or like Microsoft. Although Microsoft only lives on the software before, no? Yes, so they will buy it all up, I guess. I mean WhatsApp was bought up now.","They have so much money, that's not a problem. WhatsApp is also a part of Facebook. And that's going to be so established. Facebook like Google, or like Microsoft. Although Microsoft only lives from the software before, no? Yes, so they're going to buy it all up, I guess. I mean WhatsApp has been bought up now too.","No, they have one like that, how can I say that, if something new comes up, then they buy that up, which is so much money to me, that's all no problem, WhatsApp is also part of Facebook and that will establish itself like Facebook like Google or like Microsoft, although Microsoft actually also from the software lebne. Yes, so they will buy everything up, I guess. I mean WhatsApp was bought up now too.","No, they have such a, how can I say that, if something new comes up, then they buy it up, which is so much money to me, that's all no problem, WhatsApp is also part of Facebook and that will establish itself like Facebook like Google or like Microsoft, even though Microsoft actually also still from the software lebne. Yes, so they will buy everything up, I guess. I mean WhatsApp was bought up now too.",60.09937590828329,53.549812487715975,51.45985990973697,51.210230911347296,-6.549563420567317,-0.24962899838967445,6.2999344221776425,0.3128533959388733,0.18586409091949463,0.1067538633942604,-0.0010194256901741028,0.08785808831453323,-0.010935189202427864,-0.12698930501937866,-0.10777328908443451,0.019216015934944153
0295,"Also wir sind ja eh schon so klein, deswegen macht es eigentlich glaube ich auch Sinn, dass man kommen sollte.
Muss ja.
Ach so.
Nein, Quatsch.
Der Sprachkurs, da musste man glaub ich nur sechzig Prozent der Zeit anwesend sein.
Nur
Genau und bei den anderen Kursen, also Inhaltkurse wie Geschichte, da durfte man dann
Da war das dann mal ein strenger
Also Samstag auf dem
Zweimal als","And we're already so small anyway, that's why it actually makes sense too, I think, that you should come.
Has to.
I see.
No, nonsense.
The language course, you only had to be present sixty percent of the time, I think.
Only
Right, and with the other classes, content classes that is, like history, there you could
So, that happened to be a harsh
So Saturday at the
Twice as",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0295.T0.de.wav,Also wir sind ja eh schon so klein deswegen mach das eigentlich glaube ich auch sind dass man ja dass man kommen sollte muss ja also oh nein nein nein der Sprachkurs da musste man glaube ich nur 60 Prozent derzeit anwesend sein nur genau und bei den anderen Kurs also so inhaltskurse wie Geschichte da durfte man da war da war das dann strenger also da durfte man zwei mal also,0.39705882352941174,0.19137466307277629,"So we are already so small, that's why I think it makes sense that you should come. Must. Oh so. No, nonsense. The language course, I think I only had to be present 60 percent of the time. Just exactly and with the other courses, so content courses like history, then you were allowed to there was then a strict So Saturday on the Twice as","So we are already so small, that's why I think it makes sense that you should come. Must be. Oh, that's right. No, nonsense. The language course, I think I had to be present only 60 percent of the time. Just exactly and at the other courses, so content courses like history, then you were allowed to have a strict So Saturday on the Twice as","So we're already so small anyway, so I actually think I'm also that you have to come yes so oh no no no the language course had to be there I think I'm only 60 percent present right now and so with the other course as content courses as history you were allowed to be there was that then more strict so you were allowed to be there two times so",So we are already so small because I actually think I'm also that you have to come yes so oh no no no the language course had to be there I think I only 60 percent are present at the moment only exactly and so with the other course as content courses as history you were allowed there was there was that then more strict so there you were allowed two times so,59.26714155591062,57.95591598752284,40.21621172596755,38.177721266370646,-1.3112255683877763,-2.0384904595969005,-0.7272648912091242,0.10227469354867935,0.15692245960235596,-0.8652651309967041,-0.9635499119758606,-0.8781657814979553,-0.9817975759506226,0.054647766053676605,-0.0982847809791565,-0.1529325470328331
0303,"Ach so.
Ja.
Also in","I see.
Yes.
Well in",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0303.T0.de.wav,Ähm also ja also,0.6,0.47058823529411764,"Oh, yes.","Oh, yes.","So, um, yes, so...","So, um, yes, so...",7.876970693490668,7.876970693490668,6.799399447278912,6.799399447278912,0.0,0.0,0.0,0.5021517872810364,0.5021517872810364,-0.7790307998657227,-0.7790307998657227,-0.4162430763244629,-0.4162430763244629,0.0,0.0,0.0
0335,"Obwohl ich natürlich einige Sachen in China auch nicht so mag.
Das betrifft zum Beispiel die Menschen.
Also die Anzahl der Menschen vor allem und dann natürlich die Luftverschmutzung.","Although of course I don't like a few things in China too.
That concerns the people, for example.
Well especially the number of people and then of course the pollution.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0335.T0.de.wav,"Obwohl ich natürlich einige Sachen in China auch nicht so mag, das betrifft zum Beispiel die Anzahl der Menschen vor allem und dann natürlich die Luftverschmutzung.",0.10344827586206896,0.1,"Although I don't like some things in China, for example, that affects people. So the number of people, especially and then, of course, air pollution.","Although I don't like some of the things in China, for example, that affects people. So the number of people is above all, and then, of course, air pollution.","Although I don't like some things in China, for example, it affects the number of people above all and then, of course, air pollution.","Although I don't like some of the things in China, for example, it concerns the number of people above all and then, of course, air pollution.",58.5508289491255,55.66257039847482,52.61870248195508,58.15867265331159,-2.888258550650683,5.539970171356508,8.42822872200719,0.42408332228660583,0.4976903200149536,0.7329421639442444,0.7841565012931824,0.7418974041938782,0.7917174100875854,0.07360699772834778,0.05121433734893799,-0.02239266037940979
0340,Also,Well,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0340.T0.de.wav,also,0.0,0.0,So...,So...,so,so,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05378658324480057,0.05378658324480057,-0.32287269830703735,-0.32287269830703735,-0.3435092568397522,-0.3435092568397522,0.0,0.0,0.0
0370,"Hallo.
Ich kann dich","Hello.
I can",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0370.T0.de.wav,"Hallo, ich kann dich.",0.0,0.0,Hello.,Hello.,"Hello, I can do you.","Hello, I can do you.",48.67018894958359,48.67018894958359,47.22902890536126,47.22902890536126,0.0,0.0,0.0,0.0884571298956871,0.0884571298956871,0.15322381258010864,0.15322381258010864,0.22757956385612488,0.22757956385612488,0.0,0.0,0.0
0388,Natürlich.,Of course.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0388.T0.de.wav,"Naja, natürlich.",1.0,0.5555555555555556,Of course.,Of course.,"Well, of course.","Well, of course.",100.0,100.0,66.6146206466717,66.6146206466717,0.0,0.0,0.0,1.289435625076294,1.289435625076294,1.017034888267517,1.017034888267517,1.0375295877456665,1.0375295877456665,0.0,0.0,0.0
0395,Ja.,Yes.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0395.T0.de.wav,Oh ja.,1.0,1.5,Yeah.,Yeah.,"Oh, yes.","Oh, yes.",25.507159904534603,25.507159904534603,33.59781856586183,33.59781856586183,0.0,0.0,0.0,1.1403825283050537,1.1403825283050537,1.0208745002746582,1.0208745002746582,1.0827765464782715,1.0827765464782715,0.0,0.0,0.0
0399,Wow.,Wow.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0399.T0.de.wav,Wow!,0.0,0.0,Wow.,Wow.,Wow!,Wow!,100.0,100.0,40.27777777777777,40.27777777777777,0.0,0.0,0.0,1.3278846740722656,1.3278846740722656,1.215517282485962,1.215517282485962,1.2824954986572266,1.2824954986572266,0.0,0.0,0.0
0413,Okay.,Okay.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0413.T0.de.wav,"Ah, okay.",1.0,0.75,Okay.,Okay.,"Ah, okay.","Ah, okay.",100.0,100.0,39.08180968152579,39.08180968152579,0.0,0.0,0.0,1.3264212608337402,1.3264212608337402,1.0978176593780518,1.0978176593780518,1.2294120788574219,1.2294120788574219,0.0,0.0,0.0
